Date,Index Value
29/06/2019,7603.081906
30/06/2019,7124.035099
01/07/2019,7527.039545
02/07/2019,7351.253165
03/07/2019,7593.668803
04/07/2019,8515.601943
05/07/2019,7890.534124
06/07/2019,7781.169703
07/07/2019,7971.480852
08/07/2019,8105.08333
09/07/2019,8785.628251
10/07/2019,9069.510177
11/07/2019,8784.140802
12/07/2019,8261.704233
13/07/2019,8596.805153
14/07/2019,8283.445792
15/07/2019,7532.388712
16/07/2019,8017.290532
17/07/2019,6936.127037
18/07/2019,7069.157718
19/07/2019,7784.779058
20/07/2019,7716.208231
21/07/2019,7865.073177
22/07/2019,7737.952013
23/07/2019,7572.520589
24/07/2019,7221.351851
25/07/2019,7116.670931
26/07/2019,7215.198992
27/07/2019,7165.748637
28/07/2019,6918.127374
29/07/2019,6938.166352
30/07/2019,6920.977355
31/07/2019,6983.025458
01/08/2019,7365.311646
02/08/2019,7638.278803
03/08/2019,7755.491553
04/08/2019,7975.66784
05/08/2019,8113.962024
06/08/2019,8766.581524
07/08/2019,8540.252763
08/08/2019,8983.009005
09/08/2019,9007.783109
10/08/2019,8984.136992
11/08/2019,8491.78273
12/08/2019,8628.748744
13/08/2019,8542.754883
14/08/2019,8115.343621
15/08/2019,7528.237968
16/08/2019,7768.228657
17/08/2019,7824.188166
18/08/2019,7702.681785
19/08/2019,7732.244509
20/08/2019,8242.624566
21/08/2019,8141.952007
22/08/2019,7645.632716
23/08/2019,7589.233223
24/08/2019,7804.831847
25/08/2019,7609.2253
26/08/2019,7595.867278
27/08/2019,7804.624077
28/08/2019,7660.221236
29/08/2019,7361.951293
30/08/2019,7200.891278
31/08/2019,7297.586264
01/09/2019,7285.113845
02/09/2019,7423.161384
03/09/2019,7952.088074
04/09/2019,8139.106649
05/09/2019,8126.562183
06/09/2019,8122.525919
07/09/2019,7931.733644
08/09/2019,8010.204479
09/09/2019,7913.551087
10/09/2019,7851.92416
11/09/2019,7674.101376
12/09/2019,7739.550603
13/09/2019,7970.345225
14/09/2019,7907.220786
15/09/2019,7860.883591
16/09/2019,7811.93237
17/09/2019,7760.858675
18/09/2019,7621.025599
19/09/2019,7540.899124
20/09/2019,7625.701726
21/09/2019,7553.335125
22/09/2019,7400.884677
23/09/2019,7473.082371
24/09/2019,7266.439101
25/09/2019,6468.305734
26/09/2019,6347.301591
27/09/2019,6054.043349
28/09/2019,6141.743582
29/09/2019,6153.309708
30/09/2019,6035.147232
01/10/2019,5765.968703
02/10/2019,5806.643082
03/10/2019,5828.162671
04/10/2019,5727.469166
05/10/2019,5639.53923
06/10/2019,5633.485929
07/10/2019,5412.423977
08/10/2019,5638.574456
09/10/2019,5613.942032
10/10/2019,5889.474715
11/10/2019,5926.850598
12/10/2019,5706.99669
13/10/2019,5735.165177
14/10/2019,5701.415899
15/10/2019,5713.377018
16/10/2019,5593.288592
17/10/2019,5482.117282
18/10/2019,5502.772635
19/10/2019,5427.986859
20/10/2019,5431.228172
21/10/2019,5634.839078
22/10/2019,5627.9902
23/10/2019,5494.781055
24/10/2019,5104.471246
25/10/2019,5067.435374
26/10/2019,5958.210727
27/10/2019,6471.207044
28/10/2019,6694.940653
29/10/2019,6432.856503
30/10/2019,6544.973125
31/10/2019,6373.360058
01/11/2019,6359.974005
02/11/2019,6448.171073
03/11/2019,6484.247671
04/11/2019,6409.898046
05/11/2019,6543.47407
06/11/2019,6448.865622
07/11/2019,6431.189512
08/11/2019,6377.112311
09/11/2019,6053.354493
10/11/2019,6069.753613
11/11/2019,6240.03551
12/11/2019,5997.509821
13/11/2019,6072.857158
14/11/2019,6032.140455
15/11/2019,5951.154608
16/11/2019,5845.431196
17/11/2019,5849.817163
18/11/2019,5854.173723
19/11/2019,5637.347049
20/11/2019,5601.647428
21/11/2019,5581.325606
22/11/2019,5264.333807
23/11/2019,5066.269964
24/11/2019,5079.758116
25/11/2019,4805.132451
26/11/2019,4964.536696
27/11/2019,4977.400162
28/11/2019,5256.367962
29/11/2019,5186.23148
30/11/2019,5429.812166
01/12/2019,5284.512028
02/12/2019,5165.049056
03/12/2019,5106.398902
04/12/2019,5107.166129
05/12/2019,5037.16681
06/12/2019,5182.773157
07/12/2019,5301.666305
08/12/2019,5270.042749
09/12/2019,5268.792132
10/12/2019,5138.239916
11/12/2019,5045.4886
12/12/2019,5045.528155
13/12/2019,5027.613974
14/12/2019,5081.057479
15/12/2019,4944.452384
16/12/2019,4976.078243
17/12/2019,4852.297403
18/12/2019,4715.616332
19/12/2019,5217.211304
20/12/2019,5130.404142
21/12/2019,5162.956605
22/12/2019,5132.101024
23/12/2019,5402.214673
24/12/2019,5272.168236
25/12/2019,5219.848473
26/12/2019,5182.680561
27/12/2019,5185.616482
28/12/2019,5202.375181
29/12/2019,5232.075189
30/12/2019,5275.064629
31/12/2019,5159.635343
01/01/2020,4932.388036
02/01/2020,4924.67715
03/01/2020,4770.932147
04/01/2020,5024.809397
05/01/2020,5032.046128
06/01/2020,5031.325162
07/01/2020,5260.334163
08/01/2020,5613.369611
09/01/2020,5547.962833
10/01/2020,5372.48059
11/01/2020,5600.253538
12/01/2020,5471.116564
13/01/2020,5565.53643
14/01/2020,5534.88797
15/01/2020,5906.092791
16/01/2020,5911.835159
17/01/2020,5858.291164
18/01/2020,5931.346523
19/01/2020,5949.788584
20/01/2020,5815.836802
21/01/2020,5767.649891
22/01/2020,5821.735988
23/01/2020,5769.179785
24/01/2020,5609.226823
25/01/2020,5656.035551
26/01/2020,5599.740415
27/01/2020,5731.072652
28/01/2020,5950.830132
29/01/2020,6307.547019
30/01/2020,6246.593226
31/01/2020,6327.795173
01/02/2020,6218.73441
02/02/2020,6220.409712
03/02/2020,6157.15276
04/02/2020,6107.69894
05/02/2020,6003.404249
06/02/2020,6234.659581
07/02/2020,6314.072339
08/02/2020,6334.247361
09/02/2020,6403.576066
10/02/2020,6582.811934
11/02/2020,6366.557376
12/02/2020,6627.615249
13/02/2020,6555.273267
14/02/2020,6419.537356
15/02/2020,6438.384423
16/02/2020,6236.348767
17/02/2020,6315.833218
18/02/2020,6121.396221
19/02/2020,6427.550082
20/02/2020,6114.282448
21/02/2020,6151.20543
22/02/2020,6163.869594
23/02/2020,6149.911183
24/02/2020,6304.241349
25/02/2020,6144.288124
26/02/2020,5973.599673
27/02/2020,5732.163134
28/02/2020,5712.611392
29/02/2020,5620.363126
01/03/2020,5533.70543
02/03/2020,5551.416634
03/03/2020,5769.452222
04/03/2020,5667.180727
05/03/2020,5701.047387
06/03/2020,5923.671582
07/03/2020,5902.002794
08/03/2020,5757.23007
09/03/2020,5315.146811
10/03/2020,5174.574762
11/03/2020,5164.557377
12/03/2020,5236.881672
13/03/2020,3224.606375
14/03/2020,3713.42501
15/03/2020,3414.092244
16/03/2020,3528.762928
17/03/2020,3328.927782
18/03/2020,3543.267632
19/03/2020,3581.102334
20/03/2020,4119.961238
21/03/2020,4164.497255
22/03/2020,4151.706528
23/03/2020,3917.606083
24/03/2020,4382.089977
25/03/2020,4579.824934
