Date,Index Value
06/06/2019,4325.590747
07/06/2019,4300.222649
08/06/2019,4422.705507
09/06/2019,4390.41618
10/06/2019,4241.344151
11/06/2019,4412.526343
12/06/2019,4338.262504
13/06/2019,4476.918155
14/06/2019,4546.355488
15/06/2019,4860.182656
16/06/2019,4939.163285
17/06/2019,5028.20558
18/06/2019,5281.973754
19/06/2019,5144.477048
20/06/2019,5264.572508
21/06/2019,5450.238554
22/06/2019,5857.640807
23/06/2019,6083.985887
24/06/2019,6237.732709
25/06/2019,6377.30836
26/06/2019,6940.55044
27/06/2019,7828.629121
28/06/2019,6761.06381
